"Customer_ID","InvoiceNo","InvoiceDate","Unit_Price","Quantity","LastPurchaseDate","Recency","Frequency","Monetary","Total.Spent","RecencyScore","FrequencyScore","MonetaryScore","REC.SCR.normalized","FRQ.SCR.normallized","MON.SCR.normalized","RFM","Country","Cluster"
17579,546420,"05/01/2011"," $11.97 ",27,"15/08/2011",139,8," $396.87 "," $323.19 ",4885,9713,7750,4,5,3,12,"Poland",3
17603,544372,"11/01/2011"," $7.89 ",9,"11/01/2011",355,2," $71.01 "," $71.01 ",1343,953,3062,2,2,2,6,"China",1
17120,550135,"01/01/2011"," $6.75 ",4,"07/01/2011",359,8," $3,063.68 "," $27.00 ",999,9712,12080,2,5,5,12,"Sweden",3
17608,552900,"11/01/2011"," $4.54 ",12,"28/08/2011",126,3," $81.93 "," $54.48 ",5232,2751,3449,4,3,2,9,"Philippines",2
17928,541555,"11/01/2011"," $5.28 ",6,"20/05/2011",226,5," $1,947.95 "," $31.68 ",3084,7010,11261,3,5,5,13,"Armenia",3
17260,558996,"08/01/2011"," $13.19 ",13,"04/08/2011",150,7," $1,756.88 "," $171.47 ",4624,9253,11091,4,5,4,13,"Czech Republic",3
17232,541386,"08/01/2011"," $13.62 ",2,"19/05/2011",227,5," $610.34 "," $27.24 ",3070,7010,8807,3,5,4,12,"Venezuela",3
17044,551267,"01/01/2011"," $4.27 ",1,"03/12/2011",29,5," $464.17 "," $4.27 ",8672,7010,8121,5,5,3,13,"Japan",3
17276,554695,"06/01/2011"," $9.03 ",10,"10/06/2011",205,10," $2,386.49 "," $90.30 ",3473,10011,11639,4,5,5,14,"Ecuador",3
17764,539387,"05/01/2011"," $11.73 ",14,"16/02/2011",319,8," $443.55 "," $164.22 ",1793,9707,8009,3,5,3,11,"Russia",3
17658,558630,"10/01/2011"," $11.76 ",10,"10/01/2011",356,4," $376.72 "," $117.60 ",1239,5033,7647,2,4,3,9,"Peru",4
17396,556326,"02/01/2011"," $8.90 ",16,"16/07/2011",169,6," $150.76 "," $142.40 ",4159,8417,5152,4,5,2,11,"Bosnia and Herzegovina",2
17577,558404,"10/01/2011"," $6.22 ",22,"10/01/2011",356,3," $136.84 "," $136.84 ",1239,2751,4871,2,3,2,7,"Canada",1
17320,554398,"04/01/2011"," $12.08 ",23,"10/07/2011",175,8," $341.04 "," $277.84 ",4015,9704,7403,4,5,3,12,"Colombia",3
17015,555964,"11/01/2011"," $9.54 ",1,"18/12/2011",14,9," $41.32 "," $9.54 ",9314,9910,1868,5,5,1,11,"Ukraine",2
17678,549714,"10/01/2011"," $10.68 ",28,"19/11/2011",43,4," $801.28 "," $299.04 ",7933,5032,9486,5,4,4,13,"Indonesia",3
17036,553620,"10/01/2011"," $10.98 ",6,"25/02/2011",310,6," $1,516.69 "," $65.88 ",1891,8415,10824,3,5,4,12,"Philippines",3
17328,554216,"06/01/2011"," $4.35 ",15,"13/10/2011",80,6," $845.87 "," $65.25 ",6537,8415,9607,5,5,4,14,"China",3
17308,540900,"03/01/2011"," $14.92 ",4,"02/06/2011",213,4," $1,338.88 "," $59.68 ",3320,5032,10601,4,4,4,12,"China",3
17510,550449,"06/01/2011"," $7.39 ",17,"06/10/2011",87,7," $3,279.61 "," $125.63 ",6236,9244,12198,5,5,5,15,"Canada",3
17753,558637,"06/01/2011"," $8.66 ",18,"07/11/2011",55,7," $237.60 "," $155.88 ",7487,9244,6496,5,5,3,13,"France",3
17853,543165,"01/01/2011"," $13.20 ",24,"13/10/2011",80,5," $340.95 "," $316.80 ",6535,7006,7401,5,5,3,13,"Philippines",3
17578,544674,"09/01/2011"," $10.34 ",14,"14/07/2011",171,3," $180.04 "," $144.76 ",4084,2751,5646,4,3,3,10,"Saudi Arabia",2
17948,548712,"08/01/2011"," $5.12 ",12,"08/01/2011",358,2," $61.44 "," $61.44 ",1081,953,2712,2,2,1,5,"Colombia",1
17330,556332,"01/01/2011"," $11.31 ",16,"11/01/2011",355,7," $180.96 "," $180.96 ",1339,9241,5657,2,5,3,10,"Brazil",3
17653,559514,"11/01/2011"," $9.89 ",14,"11/01/2011",355,4," $138.46 "," $138.46 ",1339,5030,4916,2,4,2,8,"Sweden",2
17823,548713,"11/01/2011"," $9.30 ",6,"11/01/2011",355,6," $180.67 "," $55.80 ",1339,8410,5653,2,5,3,10,"Chile",3
17784,551044,"03/01/2011"," $8.71 ",5,"23/11/2011",39,5," $971.31 "," $43.55 ",8126,7003,9915,5,5,4,14,"United States",3
17506,542500,"01/01/2011"," $13.48 ",16,"11/01/2011",355,3," $215.68 "," $215.68 ",1339,2750,6196,2,3,3,8,"Poland",4
17786,555230,"09/01/2011"," $12.47 ",23,"04/08/2011",150,5," $435.28 "," $286.81 ",4609,7002,7955,4,5,3,12,"United States",3
17946,542853,"07/01/2011"," $9.11 ",16,"11/01/2011",355,6," $1,922.51 "," $145.76 ",1339,8407,11237,2,5,5,12,"Poland",3
17253,554930,"06/01/2011"," $13.96 ",9,"14/04/2011",262,4," $164.58 "," $125.64 ",2569,5029,5407,3,4,2,9,"Morocco",2
17788,548795,"09/01/2011"," $5.64 ",24,"17/01/2011",349,4," $305.82 "," $135.36 ",1464,5029,7138,2,4,3,9,"Indonesia",4
17423,554314,"06/01/2011"," $8.96 ",7,"04/07/2011",181,7," $872.98 "," $62.72 ",3893,9233,9683,4,5,4,13,"Portugal",3
17273,543775,"04/01/2011"," $13.74 ",25,"29/10/2011",64,6," $627.68 "," $343.50 ",7150,8405,8879,5,5,4,14,"Peru",3
17082,548223,"04/01/2011"," $10.28 ",5,"26/08/2011",128,7," $1,822.17 "," $51.40 ",5135,9232,11143,4,5,4,13,"Philippines",3
17726,544255,"04/01/2011"," $9.18 ",16,"29/12/2011",3,4," $399.55 "," $146.88 ",9882,5029,7763,5,4,3,12,"Cameroon",3
17422,553770,"03/01/2011"," $13.21 ",3,"21/12/2011",11,5," $3,191.34 "," $39.63 ",9502,6999,12158,5,5,5,15,"Peru",3
17902,558841,"07/01/2011"," $6.00 ",23,"27/08/2011",127,3," $2,863.73 "," $138.00 ",5162,2750,11946,4,3,5,12,"Russia",3
17157,540094,"10/01/2011"," $4.09 ",27,"20/11/2011",42,6," $188.19 "," $110.43 ",7975,8402,5768,5,5,3,13,"Bosnia and Herzegovina",3
17435,543996,"07/01/2011"," $8.40 ",26,"17/04/2011",259,4," $346.54 "," $218.40 ",2590,5028,7438,3,4,3,10,"Russia",3
17441,547683,"05/01/2011"," $5.24 ",15,"05/01/2011",361,2," $78.60 "," $78.60 ",876,953,3325,2,2,2,6,"United States",1
17858,555637,"04/01/2011"," $6.31 ",7,"11/01/2011",355,7," $434.17 "," $44.17 ",1338,9226,7949,2,5,3,10,"Russia",3
17636,547866,"05/01/2011"," $12.98 ",20,"16/08/2011",138,4," $301.68 "," $259.60 ",4895,5027,7108,4,4,3,11,"China",3
17307,542418,"05/01/2011"," $14.36 ",15,"21/07/2011",164,4," $2,578.88 "," $215.40 ",4255,5027,11762,4,4,5,13,"Brazil",3
17815,542376,"08/01/2011"," $12.18 ",7,"21/12/2011",11,4," $750.69 "," $85.26 ",9495,5027,9337,5,4,4,13,"Poland",3
17781,539675,"06/01/2011"," $12.07 ",27,"06/12/2011",26,6," $770.53 "," $325.89 ",8826,8397,9399,5,5,4,14,"Yemen",3
17747,551931,"08/01/2011"," $8.29 ",5,"24/07/2011",161,9," $528.95 "," $41.45 ",4325,9878,8453,4,5,4,13,"Peru",3
17912,555272,"08/01/2011"," $12.53 ",17,"20/03/2011",287,3," $272.86 "," $213.01 ",2205,2749,6853,3,3,3,9,"France",2
17652,542685,"04/01/2011"," $5.71 ",16,"14/01/2011",352,4," $1,548.10 "," $91.36 ",1438,5026,10875,2,4,4,10,"Philippines",4
17872,557526,"10/01/2011"," $10.08 ",6,"10/01/2011",356,1," $60.48 "," $60.48 ",1237,1,2678,2,1,1,4,"Poland",1
17947,555257,"11/01/2011"," $11.65 ",4,"11/01/2011",355,4," $387.28 "," $46.60 ",1337,5025,7703,2,4,3,9,"Japan",4
17153,540654,"03/01/2011"," $4.62 ",17,"04/01/2011",362,3," $833.14 "," $78.54 ",817,2748,9562,2,3,4,9,"Peru",4
17195,542488,"10/01/2011"," $9.32 ",3,"28/04/2011",248,3," $2,538.78 "," $27.96 ",2746,2748,11733,3,3,5,11,"Czech Republic",4
17009,547530,"07/01/2011"," $12.47 ",7,"26/06/2011",189,6," $218.20 "," $87.29 ",3705,8391,6237,4,5,3,12,"Brazil",3
17012,552282,"07/01/2011"," $5.54 ",13,"07/01/2011",359,2," $72.02 "," $72.02 ",997,952,3104,2,2,2,6,"Indonesia",1
17492,558518,"08/01/2011"," $5.27 ",9,"28/11/2011",34,6," $103.96 "," $47.43 ",8419,8390,4077,5,5,2,12,"Iran",3
17277,549389,"04/01/2011"," $9.39 ",6,"09/06/2011",206,2," $86.26 "," $56.34 ",3427,952,3575,4,2,2,8,"Vietnam",2
17692,542273,"06/01/2011"," $10.27 ",9,"06/01/2011",360,5," $549.95 "," $92.43 ",929,6985,8542,2,5,4,11,"Peru",3
17589,557284,"05/01/2011"," $11.14 ",23,"16/07/2011",169,5," $738.66 "," $256.22 ",4132,6985,9291,4,5,4,13,"China",3
17844,539543,"02/01/2011"," $14.76 ",10,"02/01/2011",364,4," $147.60 "," $147.60 ",768,5021,5093,2,4,2,8,"Portugal",2
17446,542144,"09/01/2011"," $14.91 ",5,"30/08/2011",124,6," $2,992.44 "," $74.55 ",5291,8386,12032,4,5,5,14,"Peru",3
16643,579723,"09/02/2010"," $36.97 ",7,"04/07/2011",181,3," $369.00 "," $258.79 ",3879,2746,7594,4,3,3,10,"Philippines",2
15569,559604,"11/10/2010"," $19.61 ",16,"18/01/2011",348,5," $1,946.24 "," $313.76 ",1463,6983,11258,2,5,5,12,"Indonesia",3
16422,542887,"13/07/2011"," $45.78 ",16,"13/07/2011",172,7," $3,130.52 "," $732.48 ",4045,9206,12123,4,5,5,14,"Poland",3
16939,563397,"14/05/2011"," $41.01 ",7,"03/10/2011",90,6," $2,716.01 "," $287.07 ",6135,8384,11842,5,5,5,15,"Japan",3
14910,580761,"02/09/2010"," $22.74 ",7,"02/09/2010",486,3," $1,081.45 "," $159.18 ",402,2746,10173,1,3,4,8,"Indonesia",4
14520,554630,"30/10/2010"," $44.44 ",20,"10/11/2010",417,3," $1,344.94 "," $888.80 ",590,2746,10611,1,3,4,8,"Sweden",4
16676,585786,"26/01/2011"," $30.54 ",4,"18/12/2011",14,2," $391.28 "," $122.16 ",9264,952,7731,5,2,3,10,"Philippines",2
17028,577783,"01/02/2010"," $29.70 ",24,"11/11/2011",51,7," $4,583.12 "," $712.80 ",7529,9202,12773,5,5,5,15,"Czech Republic",3
18300,577796,"21/11/2011"," $16.87 ",24,"21/11/2011",41,3," $404.88 "," $404.88 ",8008,2745,7795,5,3,3,11,"Netherlands",2
17739,588431,"23/05/2011"," $25.09 ",19,"22/12/2011",10,5," $548.47 "," $476.71 ",9526,6979,8534,5,5,4,14,"Thailand",3
16808,589462,"07/04/2010"," $27.05 ",3,"07/04/2010",634,1," $81.15 "," $81.15 ",122,1,3421,1,1,2,4,"Indonesia",1
15903,549447,"02/11/2011"," $35.59 ",5,"02/11/2011",60,2," $194.79 "," $177.95 ",7281,951,5879,5,2,3,10,"Philippines",2
16796,586333,"06/04/2010"," $29.52 ",11,"02/06/2011",213,2," $357.13 "," $324.72 ",3296,951,7521,4,2,3,9,"Nigeria",2
15603,578017,"11/12/2010"," $18.38 ",6,"03/10/2011",90,4," $194.90 "," $110.28 ",6131,5013,5880,5,4,3,12,"France",3
14611,577378,"17/10/2011"," $40.70 ",23,"17/10/2011",76,3," $6,378.16 "," $936.10 ",6663,2742,13270,5,3,5,13,"South Africa",3
16992,561369,"01/04/2011"," $22.88 ",18,"08/10/2011",85,3," $2,625.12 "," $411.84 ",6318,2742,11794,5,3,5,13,"Croatia",3
17564,548223,"18/11/2011"," $47.80 ",23,"18/11/2011",44,5," $3,465.02 "," $1,099.40 ",7817,6973,12304,5,5,5,15,"Indonesia",3
15532,578601,"12/07/2010"," $26.57 ",26,"10/01/2011",356,2," $690.82 "," $690.82 ",1230,951,9117,2,2,4,8,"China",4
18108,582751,"22/06/2010"," $43.96 ",5,"19/01/2011",347,4," $227.58 "," $219.80 ",1473,5010,6354,2,4,3,9,"Sweden",4
17946,549881,"08/01/2010"," $32.01 ",4,"11/01/2011",355,6," $1,776.75 "," $128.04 ",1329,8370,11113,2,5,4,11,"Indonesia",3
13988,556690,"24/06/2010"," $27.16 ",5,"31/01/2011",335,2," $197.00 "," $135.80 ",1573,951,5914,2,2,3,7,"Brazil",4
17626,544346,"27/08/2010"," $19.42 ",13,"27/08/2010",492,1," $252.46 "," $252.46 ",380,1,6664,1,1,3,5,"Russia",1
15374,551158,"25/01/2011"," $15.28 ",18,"28/04/2011",248,3," $2,089.77 "," $275.04 ",2734,2739,11391,3,3,5,11,"Venezuela",4
15229,545582,"21/10/2011"," $16.25 ",12,"30/11/2011",32,3," $933.34 "," $195.00 ",8480,2739,9823,5,3,4,12,"Russia",3
18408,562011,"14/11/2010"," $19.03 ",28,"01/09/2011",122,3," $532.84 "," $532.84 ",5339,2739,8469,4,3,4,11,"Indonesia",3
17983,586593,"11/04/2011"," $30.38 ",27,"30/12/2011",2,5," $820.26 "," $820.26 ",9911,6966,9533,5,5,4,14,"Peru",3
14951,576527,"04/02/2010"," $48.26 ",9,"12/12/2011",20,2," $3,868.50 "," $434.34 ",9062,950,12491,5,2,5,12,"China",3
15303,563499,"31/12/2010"," $47.24 ",23,"21/05/2011",225,5," $4,491.12 "," $1,086.52 ",3066,6965,12734,3,5,5,13,"Argentina",3
16132,539538,"14/02/2011"," $46.57 ",27,"01/09/2011",122,4," $2,188.12 "," $1,257.39 ",5338,5004,11485,4,4,5,13,"France",3
18632,551620,"06/05/2010"," $48.71 ",17,"30/10/2011",63,4," $828.07 "," $828.07 ",7166,5004,9548,5,4,4,13,"United States",3
18783,573947,"13/11/2010"," $23.18 ",9,"14/11/2010",413,2," $208.62 "," $208.62 ",600,950,6084,1,2,3,6,"Philippines",1
17295,574531,"13/07/2010"," $32.30 ",8,"04/01/2011",362,6," $581.51 "," $258.40 ",811,8359,8688,2,5,4,11,"China",3
14079,572776,"08/01/2010"," $46.75 ",14,"28/04/2011",248,3," $11,580.14 "," $654.50 ",2732,2737,13902,3,3,5,11,"China",4
15370,585821,"22/03/2010"," $31.74 ",2,"04/03/2011",303,5," $4,858.60 "," $63.48 ",1962,6961,12876,3,5,5,13,"Thailand",3
17490,539513,"27/09/2011"," $32.51 ",22,"27/09/2011",96,4," $724.11 "," $715.22 ",5968,5002,9241,4,4,4,12,"Jordan",3
18197,542013,"21/09/2010"," $19.29 ",28,"28/07/2011",157,3," $952.54 "," $540.12 ",4400,2737,9863,4,3,4,11,"Sweden",3
14183,570463,"12/10/2011"," $49.10 ",5,"12/10/2011",81,3," $3,856.50 "," $245.50 ",6411,2737,12484,5,3,5,13,"China",3
16670,587950,"15/07/2010"," $21.89 ",9,"22/11/2011",40,4," $325.12 "," $197.01 ",8018,5000,7286,5,4,3,12,"Philippines",3
15488,541648,"04/12/2011"," $29.35 ",8,"04/12/2011",28,2," $2,318.36 "," $234.80 ",8643,950,11589,5,2,5,12,"China",3
14041,561235,"12/07/2010"," $45.39 ",5,"07/01/2011",359,3," $330.90 "," $226.95 ",989,2736,7340,2,3,3,8,"China",4
17140,547914,"28/06/2010"," $22.82 ",13,"13/09/2011",110,4," $374.34 "," $296.66 ",5636,4998,7630,4,4,3,11,"Luxembourg",3
16941,587209,"04/10/2011"," $15.11 ",16,"27/12/2011",5,6," $884.18 "," $241.76 ",9771,8350,9714,5,5,4,14,"Colombia",3
14290,567368,"23/04/2011"," $42.09 ",20,"24/12/2011",8,7," $3,454.29 "," $841.80 ",9634,9168,12296,5,5,5,15,"Guatemala",3
14941,551085,"24/03/2010"," $22.11 ",26,"05/04/2011",271,6," $1,609.81 "," $574.86 ",2442,8350,10945,3,5,4,12,"Czech Republic",3
18080,585904,"30/05/2010"," $33.63 ",21,"30/05/2010",581,1," $706.23 "," $706.23 ",220,1,9177,1,1,4,6,"Russia",4
17623,540334,"17/10/2010"," $25.14 ",14,"17/05/2011",229,4," $1,557.72 "," $351.96 ",3001,4997,10887,3,4,4,11,"Chad",3
16880,557565,"24/07/2011"," $28.63 ",8,"04/12/2011",28,5," $727.40 "," $229.04 ",8638,6952,9256,5,5,4,14,"Iraq",3
14606,580070,"03/06/2010"," $18.23 ",10,"25/08/2011",129,8," $2,436.39 "," $182.30 ",5065,9611,11673,4,5,5,14,"Sweden",3
18911,582705,"27/08/2010"," $46.00 ",2,"08/03/2011",299,6," $560.39 "," $92.00 ",2044,8347,8588,3,5,4,12,"Dominican Republic",3
16965,544433,"25/06/2011"," $39.36 ",20,"25/06/2011",190,2," $1,045.00 "," $787.20 ",3658,949,10106,4,2,4,10,"China",4
16185,586083,"21/02/2011"," $44.84 ",14,"31/07/2011",154,2," $652.81 "," $627.76 ",4479,949,8983,4,2,4,10,"Central African Republic",4
14524,582060,"10/10/2010"," $40.92 ",19,"11/11/2010",416,2," $4,311.48 "," $777.48 ",593,949,12677,1,2,5,8,"Portugal",4
18960,551844,"20/07/2011"," $27.95 ",11,"22/12/2011",10,7," $1,408.80 "," $307.45 ",9487,9160,10694,5,5,4,14,"Mexico",3
15594,542964,"30/06/2010"," $24.06 ",25,"13/08/2011",141,3," $881.24 "," $601.50 ",4781,2732,9707,4,3,4,11,"France",3
17596,546509,"03/01/2011"," $39.63 ",7,"18/05/2011",228,3," $334.11 "," $277.41 ",3011,2732,7353,3,3,3,9,"Sweden",2
15786,566630,"02/06/2011"," $49.96 ",1,"22/08/2011",132,5," $6,617.17 "," $49.96 ",4970,6947,13332,4,5,5,14,"Russia",3
14228,542535,"10/05/2010"," $18.74 ",24,"17/09/2011",106,3," $1,133.26 "," $449.76 ",5753,2732,10275,4,3,4,11,"Pakistan",3
14360,571892,"04/06/2010"," $22.19 ",12,"03/03/2011",304,3," $1,526.66 "," $266.28 ",1943,2732,10839,3,3,4,10,"Dominican Republic",4
16305,564047,"15/12/2011"," $27.86 ",8,"15/12/2011",17,2," $277.28 "," $222.88 ",9103,949,6902,5,2,3,10,"Peru",2
15947,551122,"06/07/2011"," $49.55 ",20,"06/07/2011",179,2," $1,061.25 "," $991.00 ",3889,949,10141,4,2,4,10,"China",4
18785,567034,"14/09/2011"," $35.08 ",28,"30/10/2011",63,6," $982.24 "," $982.24 ",7143,8337,9944,5,5,4,14,"Russia",3
16785,579146,"17/05/2010"," $49.72 ",18,"15/07/2011",170,3," $1,128.96 "," $894.96 ",4081,2730,10271,4,3,4,11,"Panama",3
16271,570025,"28/02/2010"," $17.80 ",24,"02/05/2011",244,4," $643.36 "," $427.20 ",2768,4987,8949,3,4,4,11,"Colombia",3
16917,579467,"18/07/2010"," $39.63 ",12,"05/02/2011",330,3," $2,279.77 "," $475.56 ",1631,2730,11562,3,3,5,11,"Pakistan",4
18136,543599,"11/04/2011"," $24.58 ",10,"11/04/2011",265,2," $245.80 "," $245.80 ",2495,949,6581,3,2,3,8,"Thailand",4
15551,544030,"01/06/2010"," $38.72 ",19,"01/06/2010",579,2," $803.98 "," $735.68 ",222,949,9494,1,2,4,7,"Colombia",4
17766,586765,"22/04/2010"," $20.90 ",25,"09/02/2011",326,4," $785.82 "," $522.50 ",1669,4984,9441,3,4,4,11,"France",3
15342,560521,"29/10/2010"," $41.62 ",10,"29/10/2010",429,4," $2,615.84 "," $416.20 ",547,4984,11788,1,4,5,10,"Russia",4
13975,583663,"12/01/2010"," $46.93 ",23,"25/10/2011",68,4," $1,719.14 "," $1,079.39 ",6891,4984,11056,5,4,4,13,"France",3
17834,582446,"01/06/2011"," $16.16 ",5,"01/06/2011",214,3," $141.54 "," $80.80 ",3256,2728,4984,4,3,2,9,"China",2
14165,583520,"25/09/2011"," $46.95 ",3,"25/09/2011",98,6," $4,799.39 "," $140.85 ",5864,8328,12854,4,5,5,14,"Vietnam",3
17151,551915,"22/05/2010"," $30.34 ",21,"03/01/2011",363,3," $637.14 "," $637.14 ",785,2728,8919,2,3,4,9,"Papua New Guinea",4
15916,563150,"10/11/2011"," $49.14 ",15,"10/11/2011",52,2," $845.34 "," $737.10 ",7463,949,9603,5,2,4,11,"Greece",3
18662,579707,"21/01/2010"," $21.07 ",17,"18/08/2010",501,3," $358.19 "," $358.19 ",361,2727,7531,1,3,3,7,"Russia",4
17598,570427,"23/04/2011"," $25.76 ",14,"24/12/2011",8,7," $485.79 "," $360.64 ",9603,9139,8227,5,5,3,13,"Palestinian Territory",3
14421,572066,"03/06/2011"," $30.40 ",17,"15/11/2011",47,2," $1,288.01 "," $516.80 ",7654,949,10522,5,2,4,11,"Mexico",3
18619,570703,"06/07/2011"," $46.90 ",23,"05/09/2011",118,3," $1,091.36 "," $1,078.70 ",5373,2726,10191,4,3,4,11,"China",3
15956,541064,"26/05/2010"," $34.81 ",18,"27/08/2011",127,4," $626.58 "," $626.58 ",5101,4978,8873,4,4,4,12,"United States",3
17652,547641,"12/04/2010"," $42.55 ",2,"14/01/2011",352,4," $1,456.74 "," $85.10 ",1417,4978,10756,2,4,4,10,"Brazil",4
17260,561953,"10/05/2011"," $33.25 ",11,"04/08/2011",150,7," $1,585.41 "," $365.75 ",4547,9135,10918,4,5,4,13,"China",3
17727,571049,"28/07/2011"," $17.07 ",13,"29/12/2011",3,4," $530.43 "," $221.91 ",9778,4978,8459,5,4,4,13,"China",3
17191,584104,"09/02/2010"," $41.17 ",2,"11/05/2011",235,4," $1,112.14 "," $82.34 ",2890,4978,10234,3,4,4,11,"Indonesia",3
15460,576684,"30/08/2011"," $29.33 ",4,"30/08/2011",124,3," $1,214.63 "," $117.32 ",5244,2726,10412,4,3,4,11,"China",3
17512,559963,"18/12/2011"," $18.21 ",15,"18/12/2011",14,2," $273.15 "," $273.15 ",9195,949,6861,5,2,3,10,"Poland",2
14797,560240,"03/11/2010"," $22.47 ",16,"02/02/2011",333,2," $523.46 "," $359.52 ",1578,949,8428,2,2,4,8,"Japan",4
15594,540191,"13/08/2011"," $45.96 ",4,"13/08/2011",141,3," $279.74 "," $183.84 ",4764,2724,6923,4,3,3,10,"Portugal",2
15708,581017,"16/11/2010"," $49.42 ",16,"10/03/2011",297,3," $1,344.52 "," $790.72 ",2073,2724,10610,3,3,4,10,"China",4
18403,555274,"06/08/2011"," $47.96 ",2,"22/12/2011",10,5," $113.49 "," $95.92 ",9455,6920,4328,5,5,2,12,"Ethiopia",3
15711,540505,"23/08/2011"," $33.50 ",7,"12/11/2011",50,4," $831.06 "," $234.50 ",7532,4973,9557,5,4,4,13,"China",3
16278,573793,"19/07/2010"," $17.79 ",26,"05/05/2011",241,2," $468.42 "," $462.54 ",2792,949,8146,3,2,3,8,"Brazil",4
15064,575082,"24/08/2011"," $32.97 ",27,"24/08/2011",130,3," $3,594.74 "," $890.19 ",4989,2723,12371,4,3,5,12,"China",3
18684,559559,"12/07/2010"," $24.69 ",8,"25/08/2011",129,6," $299.45 "," $197.52 ",5038,8310,7093,4,5,3,12,"Tunisia",3
15063,546676,"03/09/2010"," $19.27 ",28,"03/11/2011",59,2," $566.86 "," $539.56 ",7255,949,8619,5,2,4,11,"China",3
16952,542686,"26/04/2011"," $21.28 ",2,"29/06/2011",186,3," $2,392.16 "," $42.56 ",3721,2722,11643,4,3,5,12,"Nicaragua",3
17854,566719,"10/11/2010"," $22.17 ",22,"20/10/2011",73,9," $1,547.96 "," $487.74 ",6690,9770,10874,5,5,4,14,"Colombia",3
14876,571409,"31/05/2011"," $33.43 ",19,"14/10/2011",79,5," $3,970.91 "," $635.17 ",6502,6915,12538,5,5,5,15,"Russia",3
13997,543072,"19/05/2011"," $41.89 ",28,"19/05/2011",227,3," $1,363.58 "," $1,172.92 ",3011,2722,10639,3,3,4,10,"Bahamas",4
17629,586355,"13/10/2010"," $15.27 ",10,"21/09/2011",102,3," $207.60 "," $152.70 ",5795,2722,6069,4,3,3,10,"Poland",2
17503,548052,"21/09/2010"," $21.58 ",2,"22/12/2011",10,6," $110.36 "," $43.16 ",9445,8305,4250,5,5,2,12,"Chile",3
15058,578889,"17/11/2011"," $41.88 ",27,"17/11/2011",45,4," $1,297.52 "," $1,130.76 ",7721,4967,10541,5,4,4,13,"Indonesia",3
18960,565860,"21/07/2010"," $41.17 ",21,"22/12/2011",10,7," $1,101.35 "," $864.57 ",9444,9116,10212,5,5,4,14,"Madagascar",3
16025,588170,"29/11/2011"," $33.80 ",7,"29/11/2011",33,5," $294.44 "," $236.60 ",8362,6912,7059,5,5,3,13,"Portugal",3
18649,547435,"05/08/2010"," $49.39 ",4,"02/07/2011",183,3," $197.56 "," $197.56 ",3781,2722,5925,4,3,3,10,"Philippines",2
17942,549921,"27/02/2010"," $41.07 ",17,"11/01/2011",355,5," $698.19 "," $698.19 ",1319,6911,9141,2,5,4,11,"Brazil",3
15053,553156,"19/03/2010"," $21.38 ",23,"09/01/2011",357,5," $1,023.51 "," $491.74 ",1127,6911,10053,2,5,4,11,"Guatemala",3
16605,583814,"18/11/2010"," $26.25 ",5,"18/11/2010",409,2," $149.87 "," $131.25 ",606,949,5137,1,2,2,5,"China",1
15965,561967,"01/06/2011"," $45.06 ",6,"01/06/2011",214,1," $270.36 "," $270.36 ",3245,1,6827,4,1,3,8,"Dominican Republic",2
14875,574429,"22/05/2010"," $29.41 ",14,"09/01/2011",357,4," $736.88 "," $411.74 ",1126,4964,9286,2,4,4,10,"China",4
14426,570999,"17/06/2010"," $15.83 ",28,"17/06/2010",563,2," $467.64 "," $443.24 ",255,948,8142,1,2,3,6,"Peru",1
16503,568602,"12/11/2010"," $38.51 ",9,"02/04/2011",274,4," $484.51 "," $346.59 ",2374,4963,8220,3,4,3,10,"South Korea",3
18146,577974,"20/01/2010"," $38.31 ",26,"11/04/2010",630,4," $1,100.48 "," $996.06 ",126,4963,10210,1,4,4,9,"Poland",4
15751,562482,"15/04/2011"," $20.99 ",18,"19/12/2011",13,5," $6,921.10 "," $377.82 ",9257,6905,13409,5,5,5,15,"Indonesia",3
15515,542369,"24/04/2010"," $44.14 ",8,"27/12/2010",370,3," $1,165.36 "," $353.12 ",713,2719,10328,2,3,4,9,"Guatemala",4
18613,550316,"05/09/2011"," $30.86 ",25,"15/09/2011",108,5," $1,433.24 "," $771.50 ",5659,6904,10725,4,5,4,13,"Philippines",3
17353,552671,"09/11/2010"," $28.58 ",19,"13/10/2011",80,5," $1,382.33 "," $543.02 ",6424,6904,10662,5,5,4,14,"France",3
18496,545214,"08/03/2011"," $19.24 ",19,"08/03/2011",299,5," $417.72 "," $365.56 ",2027,6904,7860,3,5,3,11,"Colombia",3
16268,542794,"29/03/2010"," $25.07 ",22,"29/03/2010",643,1," $551.54 "," $551.54 ",107,1,8550,1,1,4,6,"Burundi",4
14714,589560,"24/04/2011"," $36.00 ",18,"24/04/2011",252,3," $860.42 "," $648.00 ",2644,2718,9654,3,3,4,10,"Bangladesh",4
15323,555166,"29/04/2010"," $36.10 ",20,"20/08/2011",134,3," $925.60 "," $722.00 ",4896,2718,9801,4,3,4,11,"Portugal",3
17730,582801,"31/08/2011"," $36.56 ",11,"31/08/2011",123,4," $402.16 "," $402.16 ",5269,4959,7782,4,4,3,11,"Argentina",3
15869,562760,"29/12/2010"," $33.00 ",25,"26/06/2011",189,3," $1,078.68 "," $825.00 ",3649,2718,10166,4,3,4,11,"Indonesia",3
16519,570480,"12/05/2010"," $17.54 ",25,"05/05/2011",241,5," $476.68 "," $438.50 ",2781,6899,8179,3,5,3,11,"China",3
